id,full_name,first_name,last_name,email,phone,country,city,age,gender,membership_years,login_frequency,session_duration_avg,pages_per_session,cart_abandonment_rate,wishlist_items,total_purchases,average_order_value,days_since_last_purchase,discount_usage_rate,returns_rate,email_open_rate,customer_service_calls,product_reviews_written,social_media_engagement_score,mobile_app_usage,payment_method_diversity,lifetime_value,credit_balance,churned,signup_quarter
4713,Jeffrey English,Jeremy,Salinas,atucker@example.com,0966011097,Canada,Ottawa,39,Female,2.3,7.0,15.9,4.0,73.6,3.0,6.0,231.61,8.0,77.2,10.5,0.0,7.0,1.0,25.7,12.8,2.0,1585.04,1504.0,0,Q2
4714,Mark Anderson,Erica,Donaldson,rgarcia@example.org,0773512264,USA,New York,37,Male,3.3,7.0,31.1,10.2,42.4,8.0,16.0,89.38,19.0,65.8,1.6,44.0,3.0,3.0,58.7,30.5,1.0,1303.65,2190.0,0,Q2
4715,Tyler Wheeler,Lisa,Jones,amanda00@example.org,0754331944,France,Toulouse,24,Female,3.4,11.0,24.1,8.7,54.7,2.0,9.0,184.73,35.0,32.1,2.4,11.2,7.0,1.0,52.5,11.7,2.0,143.51,2061.0,0,Q3
4716,Katherine Medina,Evelyn,Lang,cummingstroy@example.com,0963924211,UK,Leeds,44,Male,4.6,17.0,36.7,14.9,45.2,7.0,18.0,127.55,20.0,24.5,6.0,32.1,3.0,0.0,44.7,25.8,2.0,2610.68,2643.0,0,Q1
4717,Manuel Davis,Lori,Wolf,anna58@example.org,0560834626,USA,New York,18,Male,5.1,11.0,29.0,11.8,57.1,5.0,11.0,207.85,17.0,82.2,3.1,17.5,4.0,2.0,27.9,20.3,3.0,1949.47,1076.0,0,Q2
4718,Adam Clark,Aaron,Ferrell,hayley07@example.org,0987164118,UK,Manchester,53,Female,2.3,4.0,19.7,8.4,50.2,2.0,10.0,132.01,42.0,26.0,7.4,11.5,3.0,1.0,25.3,12.7,2.0,1217.18,2726.0,1,Q2
4719,Cheryl Callahan,David,Green,deborahmoore@example.org,0335310453,Australia,Sydney,55,Female,4.1,11.0,36.4,13.5,55.2,10.0,17.0,69.48,54.0,29.3,9.4,23.1,2.0,2.0,42.7,16.4,3.0,1080.66,3732.0,1,Q2
4720,Scott Kelly,John,Nichols,shahkathy@example.com,0885830911,USA,Houston,22,Female,1.6,2.0,15.6,6.3,71.1,4.0,7.0,51.44,10.0,28.8,3.5,10.9,7.0,2.0,32.9,17.0,2.0,360.92,2490.0,1,Q3
4721,Sean Pope,Stefanie,Collins,justingibson@example.org,0826630586,USA,Houston,23,Female,2.3,16.0,28.5,8.8,54.5,6.0,18.2,216.71,5.0,85.8,3.5,17.8,10.0,5.0,45.3,24.5,2.0,284.48,1330.0,1,Q4
4722,Brian Spence,Alexander,Williams,grossolivia@example.net,0396476077,USA,New York,45,Female,3.5,18.0,33.6,9.3,39.7,6.0,12.0,7.34,13.0,32.9,2.1,42.7,8.0,6.0,11.9,26.5,3.0,985.83,2288.0,0,Q2
4723,Megan Castro,Christopher,Anderson,theodoregarcia@example.org,0788221970,Germany,Frankfurt,30,Female,4.2,29.0,48.8,11.7,33.5,10.0,18.0,10.75,4.0,16.9,11.8,29.6,1.0,7.0,60.0,42.4,1.0,2306.46,3066.0,0,Q3
4724,Valerie Spencer,Randall,Stewart,michaeldavis@example.net,0523221477,France,Nice,68,Male,3.9,16.0,15.6,4.6,56.7,2.0,10.0,86.66,31.0,11.0,2.1,20.5,3.0,4.0,11.6,20.6,3.0,905.36,490.0,0,Q2
4725,Danielle Adams,Vanessa,Nichols,aestrada@example.net,0782079956,USA,New York,46,Male,1.8,0.0,10.7,1.9,77.7,2.0,3.0,94.69,19.0,21.0,10.2,0.0,5.0,0.0,8.4,12.9,2.0,308.12,0.0,1,Q3
4726,Maria Sherman,Patrick,Chavez,amanda09@example.com,0580336346,UK,Glasgow,34,Female,3.0,13.0,29.6,11.8,58.0,3.0,13.0,6.67,13.0,20.5,1.9,24.5,6.0,4.0,39.6,25.8,2.0,819.97,1653.0,0,Q2
4727,Dustin Crawford,Maurice,Graves,ronald51@example.net,0823585893,USA,Los Angeles,53,Male,3.1,0.0,15.7,5.7,64.3,1.0,10.4,80.91,10.0,52.2,2.1,10.1,4.0,1.0,13.5,4.7,1.0,70.14,1504.0,0,Q4
4728,Derek Nelson,Philip,Hughes,georgedudley@example.net,0715888165,Canada,Ottawa,65,Male,3.6,15.0,27.4,7.0,41.3,3.0,10.0,18.46,42.0,39.7,1.2,15.2,6.0,1.0,26.9,18.9,1.0,2070.05,1021.0,1,Q2
4729,Vanessa Orozco,Rachel,Hahn,obrown@example.org,0826579968,Canada,Toronto,29,Male,1.8,3.0,20.5,3.6,66.1,1.0,6.0,107.09,48.0,64.7,2.6,9.7,6.0,2.0,11.0,11.7,3.0,588.66,1433.0,0,Q3
4730,Devin Johnson,Matthew,Roberts,trevor77@example.org,0391747781,Japan,Nagoya,43,Female,5.3,21.0,49.1,15.1,36.6,12.0,28.6,82.75,9.0,24.6,12.5,45.6,3.0,8.0,65.3,44.1,2.0,2165.78,5134.0,0,Q4
4731,Carmen Howell,Heather,Hubbard,robert19@example.com,0304559644,USA,Chicago,34,Male,1.3,8.0,18.1,6.8,76.4,2.0,8.0,209.76,25.0,39.5,3.5,20.0,4.0,2.0,0.0,15.8,3.0,1577.46,926.0,0,Q3
4732,Robert Garcia,Adrian,Foster,anthonyblackwell@example.com,0967743842,Germany,Berlin,51,Male,5.7,25.0,42.1,14.7,31.1,5.0,18.0,161.66,37.0,37.8,4.1,33.7,6.0,4.0,50.4,32.2,2.0,2564.93,1926.0,1,Q1
4733,Alex Wiggins,Dana,Stuart,qkennedy@example.com,0386213991,UK,London,45,Female,1.0,12.0,22.3,8.2,61.1,2.0,7.0,127.98,30.0,14.7,16.7,10.4,7.0,2.0,14.6,16.4,2.0,961.92,2206.0,0,Q2
4734,Kristin Duke,Sandra,Brown,cwright@example.org,0969843403,Australia,Perth,62,Female,2.1,7.0,13.4,6.8,74.9,1.0,5.2,94.07,46.0,42.0,2.9,1.0,9.0,0.0,5.9,4.6,2.0,347.77,0.0,1,Q4
4735,Stacie Figueroa,Corey,Bray,shall@example.net,0327796589,USA,Los Angeles,31,Male,3.5,18.0,26.7,8.8,50.9,2.0,11.0,80.85,57.0,31.3,3.4,21.6,7.0,3.0,15.6,27.7,3.0,843.21,3022.0,0,Q3
4736,Megan Hammond,Nicole,Bennett,zwells@example.org,0591597372,UK,Glasgow,44,Male,2.0,10.0,27.9,9.9,64.8,1.0,18.0,37.95,25.0,35.0,7.2,14.5,9.0,0.0,38.0,14.3,1.0,750.15,2557.0,0,Q1
4737,Veronica Clarke,Glen,Barnes,kylestein@example.net,0804655605,USA,Chicago,56,Male,5.1,5.0,25.2,11.5,41.9,5.0,11.0,122.29,6.0,61.1,1.0,39.4,8.0,2.0,42.0,20.8,1.0,1488.38,2780.0,0,Q1
4738,Katie Hendrix,Shannon,Boyd,irogers@example.org,0714709871,USA,New York,40,Male,0.9,10.0,28.2,9.9,75.4,4.0,13.0,114.11,9.0,52.7,5.2,34.7,6.0,3.0,21.4,15.5,2.0,1485.03,1711.0,0,Q3
4739,Tammy Romero,Edwin,Hernandez,william51@example.net,0548099612,Germany,Cologne,40,Female,0.5,11.0,38.2,11.0,64.4,2.0,16.0,134.12,46.0,20.2,1.9,32.5,9.0,2.0,29.5,23.6,1.0,1891.75,1670.0,1,Q2
4740,Brittany Murray,Levi,Guerrero,ethan34@example.net,0988591377,Germany,Frankfurt,34,Female,2.6,3.0,17.1,6.0,84.4,2.0,8.0,137.61,3.0,57.1,8.2,11.1,6.0,1.0,0.0,10.5,3.0,1254.22,2501.0,1,Q1
4741,Robert Wagner,Ashley,Flores,hsmith@example.org,0875035015,Australia,Perth,44,Male,1.1,19.0,37.6,15.9,40.5,9.0,16.0,155.75,14.0,32.5,11.6,36.3,5.0,6.0,41.9,27.3,1.0,2007.45,3020.0,0,Q1
4742,Megan Matthews,Danny,Callahan,yphillips@example.org,0963426304,USA,Chicago,18,Male,4.4,22.0,39.4,10.1,37.7,3.0,13.0,94.65,16.0,30.0,6.5,21.1,3.0,5.0,39.9,34.3,2.0,994.43,1787.0,0,Q3
4743,David Garcia,Caitlin,Vasquez,rebeccaedwards@example.net,0573877562,UK,Birmingham,30,Female,2.5,0.0,7.6,1.7,72.1,1.0,2.0,90.66,9.0,22.0,11.3,5.0,6.0,0.0,25.3,0.7,2.0,166.49,2243.0,1,Q1
4744,Christina Taylor,Kara,Rose,jennifer37@example.org,0834508740,India,Delhi,40,Male,2.3,0.0,7.2,5.8,70.9,0.0,4.0,79.89,43.0,40.7,5.4,3.2,10.0,2.0,19.2,14.6,3.0,257.51,1225.0,1,Q1
4745,Kimberly Travis,Robert,Anderson,christopher39@example.net,0770045053,USA,Los Angeles,54,Female,3.2,0.0,25.4,7.0,58.9,4.0,13.0,97.22,37.0,44.4,8.5,8.6,9.0,1.0,45.1,16.4,1.0,1309.63,1778.0,0,Q2
4746,Robert Ochoa,Daniel,Camacho,brett20@example.net,0559656137,Canada,Montreal,45,Male,6.0,7.0,25.5,7.5,68.7,2.0,7.0,65.27,17.0,28.0,11.0,13.7,2.0,0.0,18.9,20.3,4.0,501.77,2838.0,0,Q1
4747,Ann Black,Robert,Hayes,janiceburns@example.net,0515958139,Canada,Toronto,25,Male,0.4,1.0,22.9,9.3,36.2,1.0,11.0,147.41,25.0,58.2,6.7,3.6,4.0,1.0,48.5,16.3,3.0,1498.34,1511.0,0,Q1
4748,James Armstrong,Anne,Miller,cruzgary@example.net,0916837722,Japan,Osaka,70,Female,4.4,15.0,39.3,14.4,41.8,9.0,16.0,64.67,0.0,10.7,4.4,28.2,5.0,4.0,65.4,27.6,2.0,1012.35,1716.0,0,Q3
4749,Gerald Patton,Laura,Huber,xhill@example.com,0866818722,USA,Chicago,35,Female,2.2,9.0,11.2,4.0,59.4,2.0,4.0,121.72,9.0,32.9,6.3,26.1,9.0,1.0,0.2,11.1,2.0,481.95,1386.0,0,Q2
4750,Matthew Johnson,Amy,Johnson,lauren20@example.org,0919604862,USA,Phoenix,43,Male,3.9,13.0,31.8,6.9,58.0,4.0,13.0,115.96,37.0,35.7,1.8,13.2,5.0,5.0,17.2,18.8,2.0,1531.32,2303.0,0,Q2
4751,Jessica Williams,Kimberly,Smith,qperez@example.net,0561228803,Australia,Sydney,42,Female,2.6,16.0,30.0,8.6,49.3,7.0,11.0,111.37,44.0,9.3,9.2,15.8,5.0,3.0,17.8,25.3,4.0,1167.02,982.0,0,Q1
4752,Laura Daniels,Kara,Parrish,fitzpatrickjulie@example.org,0910471658,Canada,Ottawa,41,Female,2.0,4.0,23.4,7.7,64.2,3.0,11.0,85.93,20.0,19.0,3.8,35.8,3.0,2.0,29.0,14.9,3.0,877.93,2215.0,0,Q1
4753,Zachary Perry,Kenneth,Jackson,brownheather@example.com,0537720855,USA,Chicago,38,Male,3.9,20.0,32.9,9.2,52.6,1.0,10.0,19.31,0.0,18.1,5.3,0.0,7.0,1.0,24.9,30.1,2.0,2310.73,888.0,1,Q3
4754,Allison Crawford,Lauren,Porter,montgomeryelizabeth@example.org,0566189748,UK,Leeds,49,Male,1.5,17.0,37.9,13.2,54.8,4.0,26.0,120.38,72.0,16.8,2.3,22.7,1.0,3.0,42.8,12.0,4.0,2859.81,1929.0,0,Q4
4755,Christopher White,Sandra,Webster,wilsonchloe@example.com,0955748509,USA,Los Angeles,48,Female,3.9,21.0,39.4,9.9,57.7,8.0,15.0,118.98,23.0,50.8,16.3,14.1,3.0,2.0,42.5,27.7,4.0,1466.79,1764.0,0,Q1
4756,Caroline Brown,James,Hill,brianhuffman@example.org,0307278649,USA,Phoenix,37,Female,2.7,19.0,29.3,10.7,39.9,6.0,19.0,132.94,26.0,16.5,9.9,26.1,5.0,5.0,25.3,26.2,2.0,2786.05,961.0,0,Q2
4757,Jonathan Cardenas,Ronald,Aguirre,fcole@example.net,0540353632,Australia,Sydney,37,Male,2.5,11.0,23.5,5.8,64.7,2.0,12.0,70.47,36.0,33.7,7.3,2.2,5.0,1.0,21.6,21.9,4.0,97.06,2144.0,0,Q1
4758,Becky Rodriguez MD,Rita,Pierce,kathy00@example.net,0321362660,Canada,Vancouver,56,Female,3.3,0.0,22.8,3.7,72.5,0.0,3.0,138.18,3.0,51.2,3.4,6.1,7.0,0.0,0.0,8.6,1.0,370.12,1650.0,1,Q1
4759,Michael King,Jessica,Murphy,xmartin@example.com,0915505934,USA,Phoenix,61,Female,3.0,5.0,29.7,4.9,50.1,4.0,8.0,91.64,8.0,72.0,1.1,24.8,4.0,0.0,13.1,9.1,1.0,592.97,2392.0,0,Q3
4760,Aaron Grant,Bryce,Bauer,rkey@example.net,0306243043,USA,New York,27,Female,1.3,6.0,17.8,4.3,84.5,0.0,4.0,122.08,32.0,13.1,2.8,18.1,5.0,1.0,0.0,10.4,1.0,487.07,252.0,1,Q1
4761,Leonard Davis,Erin,Phillips,samanthahouston@example.net,0733166427,USA,Phoenix,53,Male,4.4,9.0,41.5,9.5,39.8,2.0,15.0,39.07,2.0,38.0,1.4,42.0,1.0,5.0,51.9,21.8,2.0,699.53,4631.0,0,Q2
4762,Ivan Case,Brenda,Henry,rodriguezstephen@example.com,0966923541,Canada,Vancouver,30,Female,0.6,8.0,36.7,13.3,37.5,1.0,16.0,9.51,37.0,56.8,17.0,18.7,2.0,5.0,68.9,19.9,5.0,145.6,2436.0,0,Q2
4763,Ashley Gordon,James,Allen,christopher08@example.net,0561669033,USA,Phoenix,47,Male,5.7,20.0,40.2,11.4,51.3,9.0,16.0,176.06,21.0,57.4,0.3,26.1,6.0,3.0,34.8,22.7,1.0,3000.64,3315.0,1,Q3
4764,Michelle Cherry MD,Christopher,Cook,wangfrancisco@example.net,0988604715,USA,Houston,52,Male,0.5,18.0,25.0,9.9,51.6,6.0,15.0,6.05,17.0,27.7,16.0,49.9,3.0,1.0,35.0,23.6,2.0,1048.66,1091.0,0,Q1
4765,Carolyn Poole,Linda,Taylor,wwatson@example.com,0875249182,USA,Los Angeles,48,Female,1.6,9.0,26.9,9.9,52.0,3.0,14.0,60.36,52.0,84.3,10.3,23.6,4.0,2.0,28.5,15.9,2.0,784.86,2945.0,0,Q3
4766,James Williams,Darryl,Gibbs,hannah42@example.org,0890281225,Germany,Berlin,60,Female,4.8,12.0,38.1,15.8,54.6,8.0,16.0,124.88,11.0,28.4,1.2,20.9,10.0,3.0,47.8,28.4,1.0,1625.76,2311.0,0,Q2
4767,Brittany Robertson,Lindsey,Conner,xspencer@example.org,0523869973,Germany,Frankfurt,34,Female,2.3,8.0,23.1,4.3,52.2,1.0,7.0,141.38,41.0,24.9,5.4,2.7,7.0,0.0,6.5,15.9,2.0,1065.09,868.0,0,Q3
4768,Donald Stewart,Crystal,Franklin,carol85@example.net,0582578419,UK,Birmingham,41,Female,4.0,3.0,33.1,5.0,47.1,2.0,10.0,53.51,59.0,61.2,11.2,19.9,8.0,4.0,30.1,20.5,2.0,498.33,1637.0,0,Q3
4769,Patrick Davis,Ryan,Smith,lindsey39@example.com,0565732855,UK,London,20,Male,0.9,9.0,28.2,10.4,66.7,2.0,11.0,103.28,28.0,32.4,3.5,38.5,6.0,2.0,42.9,23.4,2.0,1362.69,2998.0,1,Q2
4770,Michael Wilson,James,Powell,paul05@example.org,0800199998,UK,Manchester,48,Male,0.7,0.0,14.3,6.3,69.7,2.0,11.0,8.51,16.0,38.1,5.8,2.0,8.0,0.0,0.0,5.6,2.0,834.22,2952.0,0,Q2
4771,Jonathan Weber,Samuel,Peterson,ybond@example.net,0879320246,Australia,Melbourne,19,Female,0.6,3.0,23.0,8.4,53.0,9.0,10.0,106.51,12.0,39.5,6.0,8.5,10.0,3.0,31.9,14.8,3.0,930.76,307.0,0,Q3
4772,Ronnie Ortiz,Daniel,Tucker,ashley87@example.net,0840959582,Canada,Ottawa,41,Female,3.6,4.0,15.7,6.6,50.7,1.0,7.0,140.82,20.0,41.0,8.5,14.0,3.0,2.0,8.6,26.9,1.0,852.39,2712.0,0,Q2
4773,Andrew Lee,Tyrone,West,tiffany13@example.net,0993110096,USA,Los Angeles,37,Female,1.5,4.0,23.1,2.8,79.8,0.0,5.0,108.17,57.0,55.6,4.3,5.1,5.0,0.0,1.9,0.0,1.0,545.82,1106.0,1,Q2
4774,Peter Nelson,Nicholas,Ortiz,castroandrea@example.org,0599252374,UK,Leeds,20,Female,2.0,22.0,28.0,10.9,39.0,6.0,20.8,201.33,15.0,14.4,8.8,23.5,1.0,2.0,51.2,31.2,5.0,3193.64,2601.0,1,Q4
4775,Courtney Singleton,Carlos,Duncan,woodmonique@example.org,0727128721,France,Lyon,38,Male,1.3,0.0,19.5,7.6,46.8,2.0,11.0,199.24,7.0,7.9,5.4,31.8,10.0,5.0,14.6,22.6,1.0,2556.11,2281.0,1,Q2
4776,Stephanie Jenkins,Brian,Espinoza,brooksduane@example.net,0742384673,Canada,Toronto,48,Male,0.8,15.0,32.7,10.4,44.3,6.0,27.3,85.93,31.0,22.8,6.4,36.3,5.0,4.0,50.7,30.8,2.0,2085.08,2027.0,0,Q4
4777,Mark Romero,Ashley,Pope,alvarezjulie@example.org,0850835136,USA,Houston,29,Female,1.6,13.0,34.5,10.1,55.2,9.0,12.0,145.27,3.0,23.9,1.2,21.7,5.0,3.0,32.2,21.1,1.0,1575.57,3792.0,0,Q1
4778,Roy Figueroa,Victor,Reynolds,becksamuel@example.org,0802938024,USA,Los Angeles,35,Female,3.1,0.0,8.3,4.2,75.0,0.0,14.0,9.94,43.0,45.4,8.2,26.1,5.0,0.0,0.0,6.7,2.0,1379.01,173.0,1,Q3
4779,Melissa Mccarthy,Miranda,Miller,zrobles@example.net,0380794732,UK,Manchester,53,Female,3.1,3.0,11.9,5.7,80.0,0.0,5.0,141.25,45.0,28.3,10.5,11.6,5.0,0.0,7.7,1.8,2.0,825.76,0.0,1,Q1
4780,Juan Boyer,Jeremy,Lee,danielrussell@example.net,0845145502,France,Toulouse,30,Female,3.1,8.0,32.1,5.6,58.8,2.0,15.0,64.75,11.0,77.1,11.2,26.8,6.0,5.0,49.9,15.9,3.0,101.75,2174.0,0,Q2
4781,Abigail Perry,Daniel,Anderson,mark48@example.com,0858138964,France,Paris,42,Male,3.4,4.0,12.7,6.5,57.9,3.0,8.0,71.51,26.0,28.7,10.1,13.6,5.0,2.0,17.8,24.8,1.0,516.23,1596.0,0,Q3
4782,Stacy Walker,Michelle,Garcia,schultznancy@example.org,0578354195,USA,Los Angeles,52,Male,4.1,19.0,28.3,10.8,53.5,5.0,17.0,76.51,14.0,25.0,8.7,20.2,5.0,8.0,31.0,32.9,2.0,1114.83,2977.0,0,Q3
4783,Mark Walker,Larry,Obrien,rmorales@example.com,0577431656,Germany,Hamburg,47,Female,0.6,13.0,21.5,6.0,63.1,4.0,9.0,49.79,30.0,33.4,2.5,12.6,4.0,2.0,18.9,26.7,4.0,468.97,475.0,1,Q1
4784,Monica Lewis,Juan,Jones,sbaker@example.net,0342870688,USA,Los Angeles,43,Male,4.2,9.0,31.8,12.7,57.0,4.0,26.0,80.35,31.0,15.2,1.6,22.0,4.0,2.0,21.2,27.1,3.0,1679.01,2354.0,0,Q3
4785,Amy Fields,Erika,French,devonfox@example.net,0528531814,France,Nice,57,Male,2.2,9.0,20.0,9.6,40.7,4.0,11.0,97.29,27.0,51.7,1.4,23.5,7.0,2.0,55.6,19.7,5.0,1200.21,2501.0,0,Q3
4786,Ronald Allen,Danielle,Evans,fred72@example.net,0590607840,USA,Houston,40,Male,1.4,12.0,24.6,7.8,62.0,1.0,9.0,96.33,15.0,24.3,1.8,13.5,9.0,2.0,29.0,19.8,3.0,756.64,1240.0,0,Q3
4787,Alejandro Lopez,Mary,Washington,stephenjenkins@example.com,0595376209,USA,Chicago,29,Male,4.2,3.0,12.0,4.5,73.3,1.0,5.2,63.42,18.0,15.6,8.6,3.1,6.0,0.0,0.0,8.6,1.0,235.18,153.0,1,Q4
4788,Theresa Higgins,Jake,Dalton,fpoole@example.net,0357629823,Australia,Sydney,40,Female,2.1,6.0,17.6,9.7,65.9,4.0,7.0,114.88,5.0,28.5,2.9,24.8,6.0,0.0,4.5,17.1,3.0,706.71,781.0,0,Q2
4789,Timothy Myers,Ronnie,James,jenniferzavala@example.net,0785914741,France,Toulouse,55,Male,0.8,4.0,19.9,8.4,49.1,1.0,17.0,97.88,3.0,62.5,6.6,16.8,5.0,3.0,4.7,15.1,3.0,161.76,1380.0,0,Q1
4790,Rose Sanchez,Alicia,Singh,tamara49@example.com,0538556721,USA,New York,29,Male,1.4,9.0,16.9,7.3,52.8,2.0,7.0,154.23,26.0,25.6,4.8,1.2,3.0,3.0,33.8,9.4,1.0,1266.51,1425.0,0,Q3
4791,Brandon Fernandez,Lisa,Price,lromero@example.net,0771613565,USA,New York,23,Female,2.3,19.0,51.4,18.2,23.9,11.0,18.0,13.72,9.0,78.8,3.2,43.9,1.0,3.0,54.0,39.2,4.0,2676.61,3815.0,0,Q1
4792,Brent Lane,Michael,Allison,johnbullock@example.org,0977872372,France,Nice,45,Female,2.3,10.0,17.5,5.2,59.6,1.0,10.0,104.77,15.0,77.5,3.6,11.7,5.0,2.0,53.0,19.7,2.0,938.19,2195.0,0,Q2
4793,Stephanie Lewis,Amber,Horne,markcastillo@example.org,0855960205,USA,Los Angeles,39,Male,0.8,17.0,27.8,4.5,65.1,3.0,8.0,90.16,6.0,49.7,1.9,7.5,11.0,0.0,36.2,15.4,1.0,670.75,1633.0,0,Q2
4794,Samantha Key,Carol,Keith,herrerajohn@example.org,0354658326,UK,Manchester,41,Male,4.0,9.0,26.8,6.2,57.6,4.0,10.0,73.92,20.0,24.2,9.2,27.0,5.0,7.0,3.2,18.8,2.0,881.23,1469.0,0,Q1
4795,Colleen Hunt,Elizabeth,Taylor,erinnunez@example.com,0976306456,USA,Chicago,21,Male,1.3,20.0,37.5,11.2,65.2,6.0,15.0,82.39,4.0,29.8,7.5,14.3,3.0,5.0,39.8,18.7,2.0,1149.13,3459.0,1,Q2
4796,Stephanie Mills,Nicole,Chen,cruzwayne@example.com,0739149353,USA,New York,42,Male,4.3,0.0,23.4,10.6,62.6,3.0,19.0,48.27,20.0,45.9,13.8,5.9,6.0,0.0,21.8,16.3,3.0,962.68,2006.0,0,Q1
4797,Michael White,Louis,Tucker,hendersonjessica@example.net,0554225006,Australia,Sydney,24,Female,4.2,10.0,26.2,7.4,59.9,3.0,11.0,144.98,21.0,13.0,2.8,19.4,3.0,2.0,19.2,17.5,3.0,1572.23,2396.0,1,Q2
4798,Kimberly Smith,Gail,Krause,npham@example.com,0555070451,USA,New York,31,Female,4.5,8.0,17.9,4.1,57.1,3.0,11.0,131.73,68.0,22.0,15.0,6.0,4.0,3.0,18.5,16.8,1.0,1249.48,2296.0,0,Q3
4799,Mr. Scott Lewis,Danielle,Nixon,sydney16@example.net,0976676490,Germany,Munich,57,Female,2.8,13.0,17.6,3.9,76.4,1.0,11.0,158.46,29.0,7.7,7.3,24.0,10.0,4.0,41.6,15.0,3.0,1754.39,0.0,0,Q3
4800,Karen Campbell,Timothy,Holt,davidwoods@example.com,0384444410,UK,Birmingham,32,Male,6.7,13.0,27.9,9.3,61.4,3.0,8.0,16.84,34.0,40.0,0.7,12.5,6.0,3.0,0.0,16.4,1.0,1293.16,3628.0,0,Q1
4801,Gary Cole,Rebecca,Brady,rebeccataylor@example.org,0952105306,USA,Chicago,31,Male,3.8,26.0,45.2,14.7,19.5,12.0,21.0,81.05,8.0,33.8,0.9,39.5,4.0,6.0,70.0,43.3,5.0,138.6,2939.0,0,Q1
4802,Paul Scott,David,Blevins,wrightchristopher@example.com,0333099783,Germany,Hamburg,45,Male,4.0,12.0,31.4,10.4,67.4,2.0,13.0,117.64,41.0,33.7,10.7,23.7,5.0,1.0,42.3,16.7,3.0,1246.97,1766.0,0,Q1
4803,Tiffany Scott,Emily,Scott,llopez@example.org,0855000560,Canada,Montreal,18,Male,4.1,18.0,20.5,4.8,53.2,1.0,4.0,9.42,45.0,49.7,4.0,14.1,7.0,1.0,8.4,6.1,1.0,394.58,1799.0,0,Q2
4804,Dr. Angel Simmons,Patrick,Gordon,eric17@example.com,0557139010,USA,Los Angeles,28,Male,0.6,20.0,42.5,12.4,45.4,3.0,15.0,96.84,24.0,12.0,2.7,36.9,7.0,4.0,51.1,15.2,2.0,1608.18,2191.0,0,Q3
4805,Jackie Hardy,Laura,Anderson,christopher14@example.org,0838335638,France,Paris,19,Other,1.6,10.0,24.3,13.4,50.8,2.0,13.0,113.44,30.0,68.0,3.9,20.6,7.0,2.0,12.4,18.8,2.0,1296.32,1341.0,0,Q3
4806,Joe Burton,Bryan,Williams,jonescaleb@example.net,0335289215,USA,Los Angeles,28,Male,2.7,16.0,22.6,6.8,50.2,6.0,10.0,100.82,31.0,36.8,6.8,13.7,4.0,3.0,38.8,22.7,2.0,1084.39,1024.0,0,Q2
4807,Denise Wagner,Joseph,Johnson,epetersen@example.net,0814891965,Canada,Calgary,49,Male,4.4,2.0,27.5,7.0,74.6,5.0,8.0,84.79,2.0,36.1,6.3,0.0,4.0,2.0,15.0,6.8,2.0,61.74,0.0,0,Q1
4808,Carolyn Huff,Christina,Kim,martinadam@example.net,0508206387,USA,Los Angeles,59,Male,2.4,11.0,32.6,6.5,39.6,7.0,10.0,132.04,6.0,44.2,0.6,17.6,6.0,1.0,63.5,17.0,1.0,1120.44,3696.0,0,Q2
4809,Kevin Berry,Brittany,Wood,walterallen@example.org,0546062006,UK,Leeds,18,Female,1.8,10.0,34.8,11.2,61.1,5.0,9.0,98.34,70.0,46.1,9.7,22.2,7.0,3.0,3.8,27.5,1.0,985.76,2366.0,1,Q2
4810,Kimberly Gates,Sherry,Abbott,harrywhite@example.com,0886306322,USA,Phoenix,18,Female,1.5,14.0,32.2,12.2,40.5,8.0,13.0,139.64,4.0,29.9,2.2,25.8,4.0,3.0,24.3,24.6,2.0,187.61,2184.0,1,Q3
4811,Richard Hunter,Darlene,Holt,efranklin@example.org,0353009088,Germany,Munich,43,Female,2.2,13.0,18.8,7.0,66.2,1.0,6.0,187.54,24.0,52.7,6.0,5.8,4.0,3.0,14.7,13.5,1.0,954.03,0.0,0,Q2
4812,Diane Wade,Lori,Gordon,smayo@example.org,0906490722,UK,Leeds,57,Male,4.2,14.0,21.9,6.6,62.4,4.0,10.0,69.63,69.0,16.2,9.5,21.6,3.0,4.0,15.2,13.8,4.0,767.55,2179.0,1,Q3
4813,Brian Morales,Scott,Bennett,miguelmcgee@example.org,0580054817,Australia,Melbourne,40,Female,1.1,6.0,32.9,9.1,48.1,2.0,12.0,185.38,10.0,31.6,2.0,22.6,4.0,3.0,56.2,25.0,3.0,2143.41,3054.0,0,Q2
4814,Kathryn Russell,George,Gonzalez,mrocha@example.com,0368797488,India,Bangalore,41,Male,1.5,4.0,24.9,5.6,80.7,4.0,14.0,130.85,70.0,36.4,8.8,15.6,5.0,2.0,50.9,12.8,3.0,1732.76,1714.0,0,Q2
4815,Holly Riggs,Brian,Higgins,jmccarthy@example.com,0902440348,USA,Houston,58,Female,2.8,0.0,19.0,7.1,74.4,2.0,8.0,109.71,12.0,24.4,6.1,7.7,9.0,1.0,5.6,14.3,1.0,781.81,2338.0,0,Q2
4816,Kevin Fitzgerald,Melvin,James,nguyenlinda@example.org,0810199547,USA,Phoenix,32,Female,2.6,0.0,11.7,3.0,74.6,1.0,7.0,146.49,18.0,49.7,1.1,13.7,4.0,0.0,0.0,14.4,1.0,837.87,1634.0,0,Q1
